Long,Lat,texture_class,clay_content,bulk_density,aluminium_extractable,carbon_total,calcium_extractable,cation_exchange_capacity,iron_extractable,potassium_extractable,magnesium_extractable,nitrogen_total,carbon_organic,phosphorous_extractable,sulphur_extractable,zinc_extractable,ph,sand_content,silt_content,stone_content
2.84678,6.54625,Sandy Loam,19,1.42,147.4,32.1,402.4,8,80.5,80.5,108.9,1.1,9,6.4,8,3.1,5.8,67,11,1.2
2.90585,6.56735,Sandy Clay Loam,32,1.25,133.3,39.4,364,10,120.5,80.5,108.9,1.8,12.5,6.4,7.2,3.5,5.3,54,15,0.5
2.98744,6.55405,Sandy Loam,17,1.37,199.3,39.4,329.3,9,80.5,72.7,80.5,1.5,10,6.4,8,3.5,5.6,66,11,0.8
3.02592,6.53295,Sandy Loam,17,1.42,163,35.6,297.9,9,80.5,80.5,80.5,1.3,9,7.2,8,3.5,5.6,67,13,0.8
3.09559,6.54579,Sandy Clay Loam,21,1.36,180.3,39.4,243.7,9,89,65.7,65.7,1.3,10,7.2,7.2,3.5,5.4,64,13,0.8
3.11526,6.52928,Sandy Clay Loam,21,1.29,180.3,39.4,364,8,80.5,65.7,89,1.4,10,7.2,9,3.1,5.4,60,14,0.5
3.15511,6.54304,Sandy Loam,19,1.37,180.3,39.4,364,9,98.5,80.5,98.5,1.5,9,6.4,7.2,3.1,5.7,66,13,0.8
3.13923,6.58795,Sandy Loam,17,1.34,163,39.4,364,9,89,72.7,89,1.6,10,6.4,8,3.1,5.5,64,12,1.5
3.14068,6.56322,Sandy Loam,20,1.4,163,32.1,329.3,9,80.5,80.5,89,1.7,10,6.4,8,3.5,5.5,60,12,0.8
3.42401,6.57521,Clay Loam,40,1.08,133.3,43.7,297.9,10,98.5,72.7,80.5,1.9,12.5,8,7.2,4,5.5,37,20,0.2
3.69304,6.52105,Sandy Clay Loam,31,1.01,98.5,48.4,329.3,9,80.5,72.7,65.7,1.7,13.9,9,9,4,5.5,51,17,0.2
3.74069,6.53295,Clay Loam,37,0.93,120.5,43.7,364,10,98.5,80.5,80.5,1.6,13.9,8,10,3.5,5.4,50,19,0.1
3.78834,6.53295,Sandy Clay Loam,25,1.2,108.9,43.7,329.3,9,98.5,72.7,65.7,1.5,13.9,6.4,9,3.5,5.4,55,14,0.5
3.83599,6.53295,Sandy Clay Loam,22,1.2,163,48.4,269.4,8,89,72.7,65.7,1.6,11.2,7.2,9,4.5,5.3,59,16,0.8
3.88364,6.53295,Sandy Clay Loam,27,1.28,199.3,32.1,364,10,98.5,72.7,72.7,1.4,11.2,7.2,7.2,3.5,5.3,58,15,0.6
3.93129,6.53295,Sandy Clay Loam,28,1.17,163,43.7,364,9,89,80.5,72.7,1.7,10,7.2,6.4,4,5.2,52,18,0.8
3.97894,6.53295,Sandy Clay Loam,23,1.25,163,39.4,402.4,9,89,72.7,72.7,1.4,12.5,8,6.4,3.1,5.4,55,15,0.8
4.0266,6.53295,Sandy Clay Loam,28,1.12,108.9,43.7,329.3,8,98.5,80.5,59.3,1.6,12.5,8,8,4,5.2,53,18,0.6
4.07425,6.53295,Sandy Clay Loam,25,1.14,120.5,48.4,297.9,6.4,89,65.7,65.7,1.5,12.5,10,8,4,5.2,51,18,0.6
4.2172,6.53295,Sandy Clay Loam,29,1.04,133.3,39.4,297.9,9,98.5,65.7,98.5,1.6,15.4,9,8,3.5,5.2,49,18,0.5
4.26485,6.53295,Sandy Loam,17,1.31,243.7,35.6,297.9,7.2,89,59.3,72.7,1.4,11.2,7.2,7.2,3.5,5.1,64,12,1.5
4.3125,6.53295,Sandy Loam,18,1.33,269.4,39.4,364,8,98.5,65.7,89,1.3,12.5,8,8,3.1,5.3,66,12,1.7
4.36016,6.53295,Sandy Clay Loam,20,1.35,269.4,32.1,329.3,8,80.5,53.6,89,1.5,11.2,7.2,9,3.5,5.4,60,12,1.2
4.40781,6.53295,Sandy Loam,20,1.3,220.4,39.4,402.4,9,89,59.3,80.5,1.6,12.5,8,9,3.5,5.1,64,10,1.5
4.45546,6.53295,Sandy Loam,18,1.37,199.3,39.4,329.3,8,80.5,59.3,80.5,1.4,11.2,8,8,3.5,5.1,69,11,0.8
4.50311,6.53295,Sandy Loam,17,1.33,269.4,39.4,364,7.2,89,59.3,72.7,1.4,11.2,8,8,3.1,5.1,68,11,1.5
4.55076,6.53295,Sandy Loam,15,1.34,220.4,43.7,269.4,8,108.9,59.3,72.7,1.4,11.2,7.2,8,4,5.1,64,11,1.5
4.59841,6.53295,Sandy Loam,16,1.35,199.3,43.7,297.9,7.2,108.9,59.3,80.5,1.6,11.2,7.2,8,3.1,5.1,65,11,1
4.64881,6.53864,Sandy Loam,14,1.34,180.3,32.1,269.4,7.2,108.9,53.6,65.7,1.5,11.2,7.2,9,3.1,5.1,64,12,1
4.69371,6.53295,Sandy Loam,18,1.34,163,43.7,243.7,6.4,108.9,59.3,53.6,1.7,13.9,7.2,8,5,5.2,62,11,2.3
4.74137,6.53295,Sandy Loam,14,1.32,220.4,39.4,297.9,7.2,108.9,53.6,53.6,1.3,12.5,7.2,8,4,5.1,62,12,1.7
4.78902,6.53295,Sandy Clay Loam,22,1.15,199.3,39.4,297.9,8,120.5,59.3,53.6,1.5,13.9,8,9,4.5,5.1,58,14,0.5
4.83667,6.53295,Sandy Loam,18,1.31,220.4,32.1,297.9,8,133.3,59.3,59.3,1.8,12.5,8,10,2.7,5.1,64,13,1.2
4.88432,6.53295,Sandy Loam,17,1.34,269.4,32.1,297.9,9,108.9,65.7,89,1.6,12.5,6.4,8,3.1,5.4,64,12,1.7
4.93197,6.53295,Sandy Loam,16,1.32,220.4,32.1,269.4,7.2,147.4,59.3,59.3,1.6,12.5,7.2,8,3.1,5.2,67,12,1.7
4.97962,6.53295,Sandy Clay Loam,22,1.26,220.4,35.6,297.9,8,120.5,59.3,65.7,1.5,13.9,8,9,2.7,5.3,59,13,0.8
5.02727,6.53295,Sandy Loam,13,1.33,199.3,39.4,269.4,7.2,108.9,59.3,72.7,1.4,12.5,6.4,7.2,3.1,5.3,69,11,1.2
5.07492,6.53295,Sandy Loam,18,1.35,180.3,35.6,297.9,9,98.5,53.6,72.7,1.6,12.5,7.2,8,3.5,5.4,66,11,1.7
5.12258,6.53295,Sandy Clay Loam,20,1.32,147.4,39.4,364,8,133.3,65.7,65.7,1.4,12.5,8,7.2,3.5,5.4,61,13,1.5
2.75331,6.65792,Sandy Loam,15,1.39,120.5,35.6,600.8,8,80.5,65.7,133.3,1,9,8,7.2,2.3,5.8,68,11,1.7
2.80876,6.60013,Sandy Loam,18,1.43,163,39.4,444.9,10,89,80.5,133.3,1.1,10,7.2,7.2,3.1,5.9,63,14,1
2.83531,6.57995,Sandy Clay Loam,20,1.42,147.4,35.6,543.6,11.2,89,80.5,133.3,1.3,9,6.4,9,3.5,5.9,59,10,1.2
2.88296,6.57995,Sandy Loam,18,1.34,180.3,35.6,491.7,8,89,72.7,120.5,1.2,10,6.4,8,3.1,5.6,67,9,1
2.92465,6.59554,Sandy Clay Loam,25,1.2,133.3,48.4,297.9,11.2,98.5,80.5,89,1.5,11.2,6.4,7.2,4,5.4,59,14,0.5
2.97643,6.60976,Sandy Loam,17,1.34,163,39.4,402.4,9,98.5,65.7,108.9,1.6,10,7.2,8,3.1,5.8,66,13,1.5
3.00849,6.60013,Sandy Loam,16,1.42,199.3,32.1,329.3,8,72.7,65.7,108.9,1,9,7.2,8,3.5,5.6,63,9,1
3.10705,6.60792,Sandy Loam,16,1.36,199.3,39.4,402.4,8,89,72.7,98.5,1.7,10,5.7,6.4,3.5,5.4,67,11,1
3.12122,6.57995,Sandy Loam,18,1.43,199.3,32.1,364,9,80.5,59.3,98.5,1.2,9,6.4,7.2,3.1,5.6,64,10,1
3.16199,6.58728,Sandy Clay Loam,31,1.23,147.4,39.4,402.4,8,108.9,72.7,98.5,1.4,11.2,7.2,10,3.5,5.4,56,13,0.6
3.16083,6.62243,Sandy Loam,17,1.38,180.3,35.6,329.3,8,80.5,72.7,80.5,1.6,10,7.2,7.2,3.5,5.5,64,11,1.5
3.44069,6.59769,Clay,41,1.04,120.5,48.4,364,10,120.5,72.7,89,1.7,15.4,8,9,4.5,5.4,39,19,0.2
3.57121,6.69187,Sandy Loam,19,1.33,180.3,43.7,297.9,8,65.7,59.3,80.5,1.4,10,6.4,8,3.1,5.7,65,12,1.5
3.63143,6.64333,Sandy Loam,19,1.38,199.3,35.6,297.9,9,80.5,72.7,72.7,1.7,11.2,9,8,3.5,5.4,62,12,2
3.67794,6.6045,Sandy Clay Loam,28,1.16,120.5,43.7,329.3,8,80.5,72.7,108.9,1.6,11.2,8,8,3.1,5.4,50,16,1.2
3.78834,6.57995,Sandy Clay Loam,33,1.05,147.4,53.6,402.4,9,108.9,72.7,80.5,1.4,12.5,7.2,8,4,5.3,51,17,0.3
3.83599,6.57995,Sandy Clay Loam,21,1.2,163,39.4,364,9,89,72.7,80.5,1.5,12.5,6.4,7.2,3.5,5.5,62,13,0.8
3.88364,6.57995,Sandy Clay Loam,33,1.21,180.3,39.4,329.3,8,108.9,72.7,72.7,1.7,12.5,6.4,8,4,5.3,48,17,0.5
3.92558,6.57366,Sandy Clay Loam,23,1.21,199.3,39.4,402.4,9,89,80.5,65.7,1.7,11.2,8,7.2,3.1,5.4,53,15,0.8
3.96175,6.6084,Sandy Loam,19,1.35,180.3,32.1,329.3,8,72.7,65.7,89,1.5,11.2,6.4,9,3.1,5.4,63,12,1.5
4.0266,6.57995,Sandy Clay Loam,23,1.1,147.4,39.4,329.3,9,80.5,72.7,80.5,1.6,12.5,8,7.2,4,5.3,57,17,0.8
4.07425,6.57995,Sandy Clay Loam,24,1.06,108.9,43.7,297.9,9,108.9,65.7,72.7,1.5,13.9,8,8,3.5,5.2,54,16,0.8
4.1219,6.57995,Sandy Clay Loam,31,1.12,163,39.4,402.4,9,80.5,72.7,80.5,1.8,12.5,8,8,3.1,5.4,50,18,0.6
4.2172,6.59022,Sandy Clay Loam,28,1.03,108.9,39.4,364,7.2,98.5,65.7,80.5,1.6,13.9,10,8,3.1,5.1,51,18,0.3
4.26485,6.57995,Sandy Clay Loam,26,1.05,163,43.7,364,8,80.5,65.7,80.5,1.6,12.5,9,8,3.5,5.1,50,15,0.3
4.3125,6.57995,Sandy Loam,18,1.34,243.7,32.1,402.4,9,108.9,65.7,80.5,1.4,11.2,7.2,9,3.1,5.1,62,13,0.8
4.36016,6.57995,Sandy Loam,18,1.25,199.3,43.7,329.3,7.2,120.5,65.7,72.7,1.6,12.5,7.2,7.2,3.5,5,62,13,1
4.40781,6.57995,Sandy Loam,17,1.34,199.3,39.4,297.9,6.4,120.5,53.6,53.6,1.5,12.5,8,10,3.5,5.1,61,10,1.7
4.45546,6.57995,Sandy Loam,16,1.37,220.4,39.4,364,7.2,72.7,72.7,89,1.4,11.2,8,9,2.7,5.3,66,10,1.2
4.50311,6.57995,Sandy Loam,17,1.35,220.4,35.6,364,9,72.7,59.3,65.7,1.6,11.2,7.2,7.2,2.7,5.2,66,10,1.5
4.55076,6.57995,Sandy Loam,15,1.33,243.7,35.6,364,9,108.9,59.3,80.5,1.5,11.2,6.4,7.2,3.5,5.3,66,11,1.5
4.59841,6.57995,Sandy Loam,18,1.34,220.4,39.4,402.4,10,98.5,59.3,80.5,1.4,11.2,7.2,6.4,3.1,5.4,66,11,1.2
4.64606,6.57995,Sandy Loam,15,1.29,199.3,32.1,243.7,8,120.5,59.3,65.7,1.3,11.2,7.2,7.2,3.5,5.2,66,12,1.5
4.69371,6.57995,Sandy Loam,15,1.31,199.3,35.6,297.9,6.4,133.3,48.4,59.3,1.5,13.9,7.2,8,3.5,4.9,62,12,0.8
4.73565,6.57838,Sandy Loam,14,1.36,199.3,32.1,329.3,7.2,120.5,53.6,65.7,1.5,12.5,7.2,10,3.5,5.2,64,13,1
4.78902,6.57995,Sandy Loam,19,1.27,199.3,39.4,269.4,7.2,120.5,59.3,48.4,1.4,15.4,9,9,3.5,5,62,13,1.2
4.83667,6.57995,Sandy Clay Loam,20,1.26,243.7,39.4,329.3,8,108.9,65.7,65.7,1.4,12.5,8,8,4.5,5.2,59,11,0.8
4.88432,6.57995,Sandy Loam,14,1.35,243.7,32.1,402.4,10,98.5,65.7,80.5,1.5,12.5,7.2,8,2.7,5.4,65,14,1.7
4.93197,6.57995,Sandy Loam,14,1.36,243.7,32.1,297.9,8,120.5,53.6,65.7,1.3,12.5,7.2,8,3.1,5.3,67,13,1.2
4.97962,6.57995,Sandy Clay Loam,21,1.34,180.3,29,444.9,8,108.9,65.7,89,1.6,12.5,7.2,8,4,5.2,60,14,1.5
5.02727,6.57995,Sandy Loam,17,1.37,180.3,32.1,364,8,120.5,59.3,80.5,1.3,11.2,8,8,3.1,5.3,62,12,1
5.07492,6.57995,Sandy Loam,17,1.31,133.3,32.1,364,7.2,108.9,65.7,65.7,1.4,12.5,9,8,4,5.4,61,12,1
5.12258,6.57995,Sandy Clay Loam,22,1.16,133.3,39.4,297.9,8,120.5,65.7,72.7,1.6,12.5,9,9,3.5,5.4,50,13,0.8
2.78766,6.62694,Sandy Loam,15,1.42,147.4,43.7,364,8,89,72.7,120.5,1,9,7.2,8,3.5,5.7,65,10,1
2.84953,6.64254,Sandy Loam,17,1.39,163,35.6,444.9,8,80.5,72.7,133.3,1.1,8,7.2,8,3.5,5.6,63,11,1
2.88296,6.62694,Sandy Loam,16,1.37,180.3,39.4,364,9,108.9,65.7,133.3,1.1,11.2,7.2,9,3.5,5.6,62,10,1
2.93062,6.62694,Sandy Clay Loam,23,1.27,147.4,48.4,402.4,10,108.9,72.7,108.9,1.5,11.2,7.2,7.2,4,5.5,59,14,0.8
2.98056,6.63382,Sandy Loam,16,1.38,147.4,43.7,364,8,80.5,65.7,108.9,1.2,10,7.2,8,2.7,5.7,61,10,1.2
3.02592,6.62694,Sandy Loam,15,1.38,180.3,29,297.9,9,80.5,65.7,89,1.2,8,6.4,8,2.7,5.7,67,12,1.7
3.06358,6.62104,Sandy Loam,15,1.37,180.3,35.6,364,9,80.5,65.7,98.5,1.6,10,7.2,7.2,3.1,5.7,64,10,1.5
3.12764,6.62603,Sandy Loam,16,1.37,199.3,39.4,402.4,9,80.5,65.7,98.5,1.4,10,6.4,7.2,3.5,5.7,64,10,0.8
3.14594,6.61135,Sandy Loam,20,1.27,199.3,35.6,364,9,89,72.7,89,1.5,10,6.4,7.2,4,5.5,61,11,1
3.38948,6.6641,Sandy Clay Loam,31,1.27,180.3,29,329.3,11.2,89,59.3,108.9,1.4,10,9,7.2,2.7,5.6,53,14,0.8
3.4077,6.64407,Sandy Clay Loam,34,1.26,180.3,39.4,297.9,13.9,80.5,72.7,89,1.4,10,8,7.2,2.7,5.6,46,16,0.6
3.45478,6.62694,Sandy Clay,37,1.16,120.5,48.4,364,12.5,89,72.7,89,1.5,12.5,7.2,8,4.5,5.5,39,17,0.5
3.61601,6.63779,Sandy Loam,19,1.35,163,43.7,329.3,8,89,65.7,80.5,1.5,10,6.4,7.2,3.5,5.4,60,10,1.2
3.65681,6.64807,Sandy Clay Loam,20,1.2,163,43.7,297.9,8,108.9,72.7,65.7,1.3,11.2,7.2,8,3.1,5.2,60,13,0.6
3.69304,6.62694,Sandy Clay Loam,25,1.15,108.9,39.4,364,9,89,72.7,72.7,1.4,11.2,7.2,7.2,3.5,5.3,57,16,0.5
3.74925,6.63951,Sandy Clay Loam,21,1.29,133.3,43.7,364,8,80.5,65.7,98.5,1.7,11.2,7.2,7.2,2.7,5.6,55,17,1.7
3.78834,6.62694,Clay Loam,37,1.11,133.3,48.4,329.3,7.2,89,65.7,89,1.5,12.5,8,8,3.5,5.3,46,19,0.3
3.83599,6.62694,Sandy Clay Loam,29,1.05,120.5,39.4,329.3,9,108.9,59.3,98.5,1.5,12.5,9,8,4,5.3,54,18,0.8
3.88364,6.62694,Sandy Loam,20,1.19,120.5,39.4,243.7,7.2,98.5,59.3,65.7,1.3,11.2,7.2,9,3.1,5.3,62,13,0.8
3.93129,6.62694,Sandy Clay Loam,26,1.14,180.3,39.4,364,9,120.5,65.7,89,1.5,12.5,6.4,9,3.5,5.2,54,16,0.5
3.97552,6.64065,Sandy Loam,16,1.37,220.4,35.6,297.9,8,80.5,65.7,80.5,1.4,11.2,6.4,8,4.5,5.4,65,11,1.7
4.0266,6.62694,Sandy Clay Loam,23,1.33,180.3,35.6,444.9,8,98.5,59.3,80.5,1.7,12.5,7.2,8,4.5,5.3,53,14,0.8
4.07425,6.62694,Sandy Clay Loam,24,1.17,163,35.6,364,9,108.9,65.7,72.7,1.6,10,8,7.2,3.5,5.2,54,16,0.8
4.1219,6.62694,Sandy Loam,16,1.32,199.3,35.6,329.3,9,89,72.7,65.7,1.7,11.2,7.2,8,4,5.3,64,13,1.2
4.16955,6.62694,Sandy Loam,18,1.32,220.4,35.6,364,8,108.9,65.7,89,1.6,11.2,8,8,3.1,5.1,68,13,1.5
4.2172,6.62694,Sandy Clay Loam,21,1.21,147.4,32.1,297.9,8,98.5,72.7,65.7,1.6,11.2,10,9,3.1,5.2,61,13,1.5
4.26485,6.62694,Sandy Clay Loam,27,1.12,199.3,39.4,364,7.2,89,65.7,80.5,1.5,12.5,8,7.2,2.7,5.3,54,15,0.5
4.3125,6.62694,Sandy Clay Loam,23,1.09,199.3,39.4,329.3,10,108.9,65.7,65.7,1.4,12.5,8,8,2.7,5.3,52,16,0.3
4.36016,6.62694,Sandy Clay Loam,22,1.29,220.4,39.4,402.4,9,98.5,65.7,80.5,1.5,12.5,8,8,3.5,5.2,59,15,0.6
4.40781,6.62694,Sandy Clay Loam,20,1.25,199.3,35.6,329.3,8,98.5,65.7,65.7,1.5,11.2,8,8,3.1,5.2,57,13,0.8
4.45546,6.62694,Sandy Loam,18,1.3,220.4,39.4,402.4,9,89,59.3,89,1.4,11.2,7.2,9,3.5,5.3,68,10,1.2
4.50311,6.62694,Sandy Loam,16,1.33,243.7,39.4,364,9,98.5,59.3,80.5,1.6,12.5,7.2,7.2,3.1,5.1,64,11,1.2
4.55076,6.62694,Sandy Loam,16,1.35,297.9,35.6,402.4,9,89,65.7,80.5,1.5,12.5,7.2,7.2,4,5.3,60,13,1.5
4.59841,6.62694,Sandy Loam,16,1.36,243.7,39.4,444.9,10,98.5,59.3,89,1.8,12.5,8,7.2,3.5,5.3,64,12,2.3
4.64606,6.62694,Sandy Loam,17,1.37,269.4,32.1,402.4,7.2,98.5,65.7,89,1.8,11.2,6.4,7.2,3.5,5.4,65,12,1.7
4.69371,6.62694,Sandy Loam,18,1.34,220.4,32.1,364,8,98.5,59.3,80.5,1.6,12.5,8,8,4,5.1,67,12,2
4.74137,6.62694,Sandy Loam,16,1.32,243.7,29,444.9,9,133.3,59.3,89,1.6,12.5,8,10,3.1,5.2,65,14,0.8
4.78902,6.62694,Sandy Clay Loam,20,1.29,243.7,29,444.9,9,120.5,65.7,80.5,1.5,12.5,8,8,3.5,5.4,62,13,0.6
4.83667,6.62694,Sandy Loam,18,1.36,243.7,35.6,364,9,98.5,65.7,89,1.2,12.5,9,8,3.1,5.3,57,13,0.5
4.88432,6.62694,Sandy Loam,18,1.31,199.3,35.6,329.3,11.2,108.9,65.7,80.5,1.4,12.5,8,8,2.7,5.4,63,12,0.8
4.93197,6.62694,Sandy Loam,16,1.33,163,32.1,402.4,9,108.9,72.7,89,1.5,13.9,8,9,3.1,5.3,64,12,1
4.97962,6.62694,Sandy Loam,17,1.32,180.3,32.1,402.4,8,108.9,65.7,80.5,1.3,12.5,8,8,3.5,5.3,59,12,1.2
5.02727,6.62694,Sandy Loam,18,1.33,163,35.6,364,10,120.5,72.7,72.7,1.3,11.2,9,8,3.5,5.2,59,13,1
5.07492,6.62694,Sandy Clay Loam,21,1.2,120.5,35.6,364,9,108.9,80.5,72.7,1.3,12.5,8,9,3.1,5.3,54,15,0.8
2.79821,6.6666,Sandy Loam,17,1.44,133.3,29,444.9,11.2,80.5,65.7,108.9,1.1,9,7.2,7.2,3.1,5.8,64,10,1.2
2.83531,6.67394,Sandy Loam,16,1.4,133.3,39.4,491.7,10,89,72.7,163,1.1,9,7.2,7.2,2.7,5.8,65,12,1.7
2.88296,6.67394,Sandy Loam,16,1.4,120.5,43.7,444.9,9,89,80.5,147.4,1.1,9,7.2,7.2,3.1,5.9,66,11,1.2
2.93062,6.67394,Sandy Clay Loam,20,1.31,147.4,43.7,444.9,7.2,89,72.7,108.9,1.5,10,6.4,6.4,3.1,5.5,60,14,1.2
2.95075,6.67761,Sandy Loam,15,1.38,147.4,39.4,444.9,8,72.7,65.7,133.3,1.2,10,6.4,6.4,3.1,5.7,68,10,1.5
3.02133,6.66477,Sandy Loam,16,1.32,133.3,39.4,402.4,8,108.9,72.7,89,1.5,9,7.2,8,3.1,5.3,64,11,1
3.05201,6.70375,Sandy Loam,17,1.37,147.4,35.6,491.7,9,80.5,59.3,108.9,1.2,9,6.4,7.2,2.7,5.5,66,12,1.2
3.09324,6.70513,Sandy Loam,15,1.32,180.3,29,402.4,9,89,65.7,98.5,1.6,10,7.2,7.2,3.5,5.5,65,10,1.7
3.15007,6.6588,Sandy Loam,19,1.33,163,35.6,329.3,7.2,89,72.7,72.7,1.5,10,7.2,8,3.1,5.5,63,14,1.7
3.38654,6.68174,Sandy Clay Loam,29,1.26,180.3,39.4,364,10,89,59.3,108.9,1.3,10,8,6.4,3.1,5.4,55,16,0.8
3.40713,6.67394,Sandy Clay,38,1.2,180.3,26.1,269.4,11.2,98.5,72.7,98.5,1.1,10,8,7.2,3.1,5.5,50,17,1
3.45526,6.68261,Sandy Clay Loam,22,1.27,180.3,48.4,297.9,8,89,72.7,80.5,1.3,11.2,7.2,7.2,3.1,5.6,57,14,0.8
3.45389,6.64367,Sandy Clay Loam,34,1.16,163,48.4,329.3,10,89,80.5,89,1.3,10,8,7.2,4,5.5,41,16,0.3
3.59658,6.68511,Sandy Loam,19,1.38,180.3,23.5,243.7,9,72.7,65.7,80.5,1.3,9,7.2,7.2,2.7,5.6,62,14,1
3.64539,6.67394,Sandy Loam,16,1.41,180.3,39.4,364,9,80.5,80.5,89,1.4,10,6.4,8,3.5,5.6,66,12,1.2
3.69304,6.68193,Sandy Loam,19,1.32,147.4,43.7,329.3,8,108.9,65.7,80.5,1.4,11.2,7.2,9,3.5,5.2,61,12,1.2
3.74069,6.67394,Sandy Loam,18,1.33,220.4,43.7,402.4,8,72.7,65.7,98.5,1.5,11.2,7.2,8,2.7,5.6,65,13,1.7
3.78834,6.67394,Sandy Clay Loam,26,1.23,180.3,43.7,364,8,89,65.7,72.7,1.2,11.2,6.4,7.2,3.5,5.4,52,15,0.5
3.83599,6.67394,Sandy Clay Loam,22,1.32,163,39.4,402.4,8,89,65.7,80.5,1.4,11.2,7.2,9,3.1,5.3,61,11,1.7
3.88364,6.67394,Sandy Clay Loam,21,1.26,163,39.4,297.9,5.7,120.5,59.3,65.7,1.4,12.5,7.2,7.2,4,5.3,64,13,1.2
3.93129,6.67394,Sandy Loam,18,1.37,180.3,35.6,329.3,9,89,65.7,89,1.6,11.2,8,7.2,3.1,5.3,63,12,0.6
3.96695,6.67394,Sandy Loam,17,1.36,220.4,32.1,444.9,9,89,59.3,89,1.4,11.2,7.2,8,3.1,5.4,65,12,0.8
4.0266,6.67394,Sandy Clay Loam,27,1.23,180.3,35.6,444.9,9,108.9,65.7,89,1.4,11.2,7.2,8,3.1,5.2,56,15,1
4.07425,6.67394,Sandy Clay Loam,23,1.23,180.3,35.6,364,11.2,98.5,65.7,80.5,1.3,11.2,7.2,8,4,5.4,55,15,0.5
4.1219,6.67394,Sandy Clay Loam,22,1.27,163,39.4,297.9,8,108.9,65.7,59.3,1.5,13.9,8,8,3.5,5.1,51,15,0.6
4.16955,6.67394,Sandy Loam,17,1.37,243.7,39.4,402.4,9,80.5,72.7,89,1.7,12.5,7.2,7.2,3.5,5.5,61,12,2
4.2172,6.67394,Sandy Clay Loam,23,1.13,120.5,39.4,402.4,7.2,108.9,65.7,65.7,1.5,12.5,8,8,3.5,5.3,61,15,0.6
4.26485,6.67394,Sandy Clay Loam,20,1.21,180.3,39.4,364,8,98.5,65.7,80.5,1.4,12.5,8,8,2.7,5.3,61,14,0.8
4.3125,6.67394,Sandy Loam,19,1.37,243.7,35.6,444.9,8,89,65.7,72.7,1.4,12.5,7.2,8,3.1,5.4,65,12,0.8
4.36016,6.67394,Sandy Loam,19,1.35,220.4,35.6,444.9,8,89,72.7,89,1.5,12.5,6.4,7.2,3.1,5.4,63,12,2
4.40781,6.67394,Sandy Loam,16,1.31,269.4,35.6,364,8,108.9,65.7,89,1.6,12.5,8,6.4,3.1,5.3,62,12,1.2
4.45546,6.67394,Sandy Loam,16,1.36,243.7,35.6,364,6.4,98.5,65.7,80.5,1.7,12.5,7.2,7.2,3.5,5.1,64,11,1.5
4.50311,6.67394,Sandy Loam,17,1.3,269.4,35.6,297.9,8,120.5,65.7,72.7,1.6,12.5,8,8,4,5.2,61,13,1.5
4.55076,6.67394,Sandy Loam,19,1.29,243.7,32.1,329.3,7.2,120.5,65.7,65.7,1.5,13.9,7.2,8,4,5.1,64,12,1.2
4.59841,6.67394,Sandy Loam,18,1.34,243.7,32.1,402.4,8,133.3,65.7,80.5,1.2,15.4,7.2,7.2,3.5,5.1,65,12,1.7
4.64797,6.67108,Sandy Loam,17,1.35,269.4,32.1,491.7,8,98.5,65.7,98.5,1.4,12.5,7.2,6.4,3.1,5.3,65,12,1.2
4.69371,6.67394,Sandy Loam,17,1.32,269.4,35.6,402.4,8,133.3,72.7,89,1.6,12.5,7.2,8,3.5,5.2,64,13,1.7
4.74137,6.67394,Sandy Clay Loam,21,1.28,269.4,29,491.7,8,120.5,89,108.9,1.6,15.4,7.2,9,4,5.3,57,13,2.3
4.78902,6.67394,Sandy Loam,18,1.34,199.3,29,444.9,9,98.5,72.7,108.9,1.5,12.5,7.2,7.2,3.5,5.6,66,14,2.7
4.83667,6.67394,Sandy Loam,17,1.35,243.7,29,402.4,8,108.9,72.7,80.5,1.4,12.5,8,8,4,5.4,63,13,1.2
4.88108,6.68367,Sandy Loam,18,1.33,180.3,35.6,297.9,6.4,120.5,72.7,72.7,1.3,12.5,8,7.2,5,5.3,64,12,1.2
4.93197,6.67394,Sandy Loam,15,1.31,163,29,364,8,98.5,72.7,89,1.9,13.9,7.2,7.2,3.5,5.4,66,11,2.3
4.97962,6.67394,Sandy Loam,17,1.34,147.4,32.1,444.9,7.2,98.5,72.7,80.5,1.4,13.9,7.2,7.2,3.1,5.3,65,12,2
5.02727,6.67394,Sandy Loam,19,1.33,120.5,32.1,364,6.4,98.5,72.7,80.5,1.7,12.5,8,8,3.5,5.3,59,13,1.7
5.07492,6.67394,Sandy Clay Loam,20,1.32,120.5,39.4,329.3,6.4,89,72.7,72.7,1.6,13.9,8,8,3.5,5.2,57,12,2
2.80417,6.72919,Sandy Loam,17,1.38,120.5,35.6,444.9,9,72.7,65.7,108.9,0.9,10,6.4,6.4,2.7,5.9,69,11,1.5
2.83531,6.72094,Sandy Loam,18,1.41,120.5,29,444.9,8,98.5,65.7,147.4,1,9,7.2,6.4,2.7,5.7,66,9,1
2.88296,6.72094,Sandy Loam,18,1.34,147.4,39.4,444.9,8,80.5,65.7,120.5,1.2,10,6.4,6.4,2.7,5.7,64,8,1.5
2.93062,6.72094,Sandy Loam,18,1.38,133.3,39.4,491.7,8,80.5,65.7,98.5,1.7,8,6.4,6.4,3.5,5.7,65,13,1.2
2.96863,6.72552,Sandy Loam,19,1.35,120.5,35.6,402.4,8,80.5,72.7,98.5,1.7,10,6.4,6.4,3.5,5.6,66,8,2
